lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
84,0,104.4,10,25,4,5,0,0,3,0
64,1,69.5,2,9,4,3,0,0,1,1
4,1,108.99,9,15,4,3,1,3,0,1
20,0,107.0,10,4,4,1,2,0,0,1
215,0,106.25,10,9,4,3,2,0,0,0
121,1,123.3,5,16,4,2,1,0,3,1
20,2,96.9,12,21,4,4,2,0,3,1
50,2,147.3,6,7,4,3,0,0,3,1
110,1,104.4,10,27,4,3,0,0,3,0
171,1,93.84,7,25,4,3,1,0,3,1
41,1,116.1,5,9,4,4,1,3,0,0
166,2,90.95,7,7,4,3,2,0,0,1
0,1,44.0,1,5,4,2,0,3,0,1
26,2,151.0,8,7,4,2,2,0,0,1
40,2,85.5,9,13,4,3,2,0,0,1
69,1,95.2,3,31,4,4,2,0,3,1
37,1,88.4,11,13,4,4,2,0,0,0
79,0,85.5,3,26,4,1,1,3,0,1
45,1,60.98,12,4,4,1,2,3,0,1
35,0,79.2,12,7,4,7,2,3,0,0
265,0,73.95,12,26,4,3,1,0,0,0
4,0,12.0,10,19,4,0,1,0,0,1
42,0,131.4,3,22,4,1,0,0,3,1
130,0,96.3,6,27,4,2,1,0,0,1
138,0,58.9,7,29,4,3,0,0,0,1
37,2,127.8,3,23,4,4,2,0,0,0
96,0,90.0,11,16,4,3,0,0,0,1
6,1,127.82,7,11,4,1,1,0,3,0
23,1,133.5,6,17,4,2,2,0,0,1
62,0,96.23,9,4,4,2,2,0,1,0
0,0,9.0,10,11,4,0,2,0,0,1
100,1,76.5,7,2,4,2,0,0,0,0
118,1,58.9,8,26,4,4,0,0,0,0
138,2,141.3,8,17,4,4,1,0,3,1
5,2,157.0,4,21,4,3,0,0,3,1
31,2,74.8,11,30,4,4,2,3,0,1
3,3,0.0,5,22,1,0,1,0,0,1
16,0,64.22,2,5,4,2,1,0,3,1
102,0,80.75,5,29,3,1,2,0,0,0
6,0,97.0,12,17,4,2,0,0,3,1
76,1,76.5,7,7,4,3,0,0,0,0
51,2,112.0,10,21,4,3,0,0,0,1
24,0,0.0,5,8,1,2,2,0,0,1
116,2,124.3,12,24,4,3,2,1,0,1
28,3,109.7,9,5,4,2,1,0,0,1
3,3,106.0,8,20,4,1,0,0,0,1
0,0,75.0,3,8,2,2,0,0,3,0
0,0,159.0,9,15,4,1,0,3,0,1
236,1,81.16,9,27,4,4,0,3,0,0
85,0,57.0,2,6,4,1,1,0,0,0
165,0,150.45,9,2,4,3,2,0,3,0
133,2,120.7,7,6,4,4,0,0,3,1
73,0,88.0,11,26,4,1,0,3,0,0
154,3,177.3,6,28,4,3,0,0,5,1
0,0,65.0,10,3,2,0,1,0,0,1
14,0,125.2,4,7,4,3,2,0,3,0
23,0,72.8,2,10,4,4,0,0,0,0
4,0,99.33,8,18,4,10,2,0,0,0
22,1,95.0,11,19,4,3,0,0,0,1
86,1,192.86,10,20,4,3,0,0,6,1
3,0,121.0,5,12,4,3,2,3,0,1
3,0,110.0,10,23,0,1,2,0,3,1
4,1,133.98,11,20,4,0,1,0,5,1
35,1,63.06,3,16,4,3,0,0,0,1
34,0,65.0,7,19,2,1,0,0,0,0
27,0,48.33,12,22,3,5,1,0,0,1
22,0,199.0,12,29,4,5,0,0,5,1
46,0,107.1,6,28,4,2,0,3,0,0
157,0,85.5,6,30,4,3,0,3,0,0
6,1,0.0,11,11,4,0,0,0,0,1
22,1,120.0,9,8,4,1,0,0,3,1
49,1,135.9,7,23,4,1,1,0,0,1
5,0,117.73,5,29,4,2,2,0,3,0
182,1,96.94,3,28,4,5,2,0,0,0
7,0,95.0,10,18,2,1,0,0,0,1
4,1,65.46,11,13,4,0,1,3,0,1
73,1,75.0,12,5,3,4,1,0,0,1
77,1,96.3,4,25,4,1,1,0,0,1
17,0,75.0,1,22,4,3,2,3,0,1
2,1,67.0,4,21,2,1,0,0,0,1
125,0,72.25,7,20,4,2,0,0,1,0
2,2,0.0,12,1,4,0,0,0,0,1
41,2,132.67,10,26,4,3,0,0,0,1
147,1,126.9,9,12,4,3,1,0,0,1
52,0,67.5,2,25,4,3,0,3,0,0
15,0,80.0,1,26,2,2,0,0,0,1
16,2,117.0,10,1,4,2,0,0,0,1
28,0,156.0,5,28,4,1,0,0,3,1
0,0,133.0,12,10,4,1,0,0,3,1
1,2,98.0,8,23,4,0,2,0,0,1
41,1,131.4,5,28,4,1,1,0,3,1
5,2,183.67,3,24,4,3,0,0,3,1
4,2,112.2,12,27,4,4,0,0,3,1
143,0,112.45,8,25,3,3,1,1,3,1
34,1,104.4,8,30,4,4,0,0,0,1
29,3,150.45,11,4,4,4,0,0,5,1
7,0,0.0,5,31,1,1,0,0,0,1
0,2,129.0,6,19,4,0,1,3,0,1
62,1,125.63,4,2,4,3,2,0,3,0
7,1,0.0,10,10,4,0,0,0,6,1
6,2,169.0,7,11,4,2,1,0,0,1
21,2,105.0,9,4,4,2,2,0,0,1
27,3,110.0,8,31,4,2,0,0,0,1
42,1,75.95,1,17,4,0,2,0,0,1
34,2,117.0,9,25,4,1,2,0,0,1
75,0,65.0,12,9,2,2,0,0,0,1
14,0,161.0,3,31,4,3,2,0,3,1
28,2,139.0,10,10,4,1,1,0,0,1
3,0,0.0,6,24,4,0,0,0,3,1
74,0,81.25,7,23,3,2,2,0,0,1
122,2,150.45,6,13,4,4,1,0,3,1
96,1,57.6,12,4,4,2,2,3,0,1
2,0,91.0,10,9,3,1,0,1,0,1
93,0,90.95,4,15,4,1,0,0,0,1
15,2,115.0,9,16,4,1,0,3,3,1
6,0,0.0,12,10,4,1,0,1,0,1
195,0,71.22,12,2,4,2,0,0,1,0
166,2,0.0,4,21,4,0,0,0,1,1
101,0,186.3,6,28,4,3,0,0,5,0
178,0,117.6,8,26,3,2,0,0,4,0
45,0,128.4,6,8,4,3,0,0,3,1
99,2,72.25,12,5,4,1,2,0,0,1
8,1,92.17,4,5,4,4,0,0,3,1
186,1,111.76,7,28,4,3,2,0,3,0
126,1,100.73,7,25,4,2,1,0,0,1
43,1,86.75,1,14,4,3,0,0,1,1
0,0,109.0,3,20,4,0,2,3,0,1
7,0,65.0,8,19,2,2,0,0,0,1
90,0,119.85,5,12,4,3,1,0,0,0
60,0,75.0,11,18,3,2,0,0,0,1
24,1,115.5,1,6,4,2,0,0,0,1
10,0,119.0,10,14,3,2,0,0,0,1
31,1,119.1,3,5,4,3,2,0,3,0
164,0,99.45,7,6,4,4,2,0,0,0
45,0,60.0,11,9,3,3,1,0,3,1
138,1,97.33,7,3,4,2,2,0,0,0
22,1,174.0,12,17,4,1,0,0,5,1
0,0,142.0,9,9,4,1,0,0,0,1
0,0,80.0,12,23,4,1,0,3,0,1
64,2,149.0,11,17,4,3,0,0,3,1
34,1,103.89,8,27,4,5,2,3,0,1
0,0,94.0,2,24,4,1,0,3,0,1
8,1,72.38,12,6,4,1,0,0,0,1
33,0,235.33,10,14,4,2,1,0,5,0
16,0,77.53,12,22,4,3,2,0,3,1
5,0,79.0,2,20,4,1,0,3,0,1
0,0,95.0,6,6,0,2,1,0,0,1
68,0,107.95,7,4,3,1,1,1,3,1
51,1,65.75,3,3,4,3,1,3,0,1
1,2,121.0,4,22,4,2,1,0,0,1
40,0,125.55,10,5,4,1,0,0,3,0
12,1,95.0,11,18,4,2,0,3,0,1
7,1,119.0,4,22,4,2,0,3,0,0
6,0,65.0,12,8,2,2,0,0,0,1
355,0,87.31,12,26,4,5,2,0,3,0
136,1,113.05,5,14,4,2,2,0,3,1
110,1,96.3,4,27,4,3,0,0,0,1
119,2,79.2,11,4,4,2,0,3,0,0
4,0,80.0,1,19,4,1,0,0,0,1
119,2,151.2,10,16,4,3,2,0,3,1
167,1,80.75,7,6,4,4,0,3,0,1
45,0,63.75,3,7,4,3,1,3,0,0
57,0,67.5,3,11,4,2,1,3,0,0
119,1,118.8,8,17,4,8,2,0,3,0
120,0,72.25,8,2,3,4,0,0,0,1
12,0,183.67,3,24,4,3,0,0,3,0
35,0,60.0,1,5,3,3,0,0,0,1
52,1,118.0,8,28,4,0,1,3,0,0
199,1,95.4,5,2,4,3,1,3,0,0
62,0,71.6,3,3,4,3,2,0,0,1
64,4,127.5,10,31,4,2,1,0,3,1
92,1,80.3,3,7,4,2,1,0,0,1
28,0,84.65,2,5,4,2,2,0,0,1
210,2,96.3,10,19,4,4,0,0,0,0
8,1,126.67,10,29,4,1,2,3,0,0
34,0,100.5,4,14,4,3,0,3,0,0
9,2,147.0,5,25,4,1,0,0,3,1
71,1,105.4,6,17,3,2,2,0,0,1
108,1,97.02,4,27,4,5,2,0,0,1
11,1,89.0,3,29,4,2,0,3,0,1
111,1,168.3,9,22,4,2,0,0,3,0
108,1,120.0,3,24,4,3,2,0,1,1
113,2,137.7,7,12,4,3,0,0,3,1
4,0,90.78,12,9,4,3,2,0,0,1
196,0,105.4,9,12,4,5,2,0,0,0
17,0,102.0,12,30,4,2,2,3,0,1
24,0,46.4,11,27,3,3,2,0,0,1
72,0,78.0,3,19,4,1,0,0,1,0
7,0,65.0,11,22,2,2,0,0,0,1
28,1,158.86,7,24,4,3,2,0,0,1
195,0,109.23,9,3,4,6,2,0,0,0
57,1,85.5,4,26,3,4,0,0,0,1
153,0,96.3,8,26,4,2,2,0,0,0
157,0,90.95,6,26,4,3,2,0,0,0
206,3,109.8,10,28,4,2,2,0,3,1
65,0,161.5,3,20,4,2,2,0,5,0
78,1,107.1,7,17,4,3,2,0,0,1
41,0,71.53,2,22,4,2,1,0,1,1
52,1,131.4,3,19,4,1,2,0,3,0
20,0,131.2,9,26,4,3,1,0,3,0
180,3,141.3,10,8,4,1,2,0,3,1
2,1,159.0,9,15,4,1,0,3,0,1
202,2,128.85,9,6,4,4,0,0,0,0
1,2,221.33,10,6,4,3,0,0,5,1
55,2,139.5,10,13,4,3,2,0,3,1
6,0,100.8,10,11,3,1,2,0,0,1
109,3,88.4,12,6,4,5,1,0,0,1
75,1,140.4,5,2,4,2,1,0,3,0
144,0,103.5,8,15,4,2,1,3,0,0
23,0,95.0,10,26,3,1,0,0,0,1
184,2,137.7,8,4,4,3,0,0,3,0
124,1,114.3,5,6,4,2,1,0,3,1
1,0,85.0,2,22,4,0,1,3,0,0
8,1,126.0,7,19,4,2,0,0,0,1
23,0,118.8,9,6,4,3,2,0,0,1
13,0,81.0,3,8,4,2,0,3,0,1
111,1,109.65,6,17,4,2,2,0,0,1
41,1,88.0,12,20,2,1,0,0,0,1
57,0,45.9,3,12,4,2,2,3,0,1
94,0,72.25,11,17,4,1,0,0,0,0
205,0,86.63,7,21,4,2,0,0,1,0
4,1,0.0,12,11,1,1,0,0,6,1
78,0,154.7,3,21,4,5,1,0,5,1
187,1,99.45,8,6,4,6,4,0,0,0
16,0,77.25,1,18,4,3,1,0,1,1
89,1,96.3,3,25,4,2,1,0,0,1
226,1,119.85,9,21,4,5,2,0,0,0
82,1,74.15,4,25,4,0,1,0,0,0
141,0,118.06,7,3,3,2,2,1,3,0
123,2,116.59,6,16,4,4,2,0,0,1
2,0,94.0,10,30,0,1,2,0,3,1
29,0,104.0,12,17,4,1,1,0,0,0
73,2,137.7,4,15,4,2,1,0,3,1
1,2,139.0,8,3,4,3,0,3,0,1
47,1,92.28,5,11,4,4,0,0,0,1
93,1,82.45,4,1,4,2,2,0,0,1
47,0,60.0,11,14,3,1,2,0,3,1
84,0,78.3,3,3,4,3,0,0,0,0
30,1,125.1,7,27,4,1,0,3,0,1
6,0,148.0,8,7,4,2,2,3,0,1
46,1,56.59,3,14,4,3,1,0,0,1
0,2,0.0,1,5,1,3,0,0,3,1
159,0,143.7,8,5,4,2,1,0,0,0
68,1,75.65,4,1,4,2,2,3,0,0
40,2,165.6,9,28,4,2,0,0,3,1
15,0,83.03,3,8,4,1,0,0,1,0
6,2,85.63,8,16,4,5,3,0,0,1
52,1,158.4,10,17,4,1,1,0,3,0
2,1,120.0,10,1,4,1,0,0,0,1
17,1,88.0,3,9,4,2,0,3,0,1
3,1,146.0,8,14,4,2,2,0,0,1
47,1,72.36,10,19,3,3,1,0,1,1
49,1,77.39,12,23,4,5,2,3,0,1
122,0,121.5,7,27,4,1,0,0,0,0
21,1,95.48,10,26,4,2,0,0,0,1
44,1,54.71,11,15,4,5,1,3,0,1
308,0,52.0,11,25,4,2,0,0,0,0
86,2,119.0,12,24,4,3,2,0,3,1
21,1,102.0,11,1,4,4,0,0,0,0
141,1,72.76,5,23,4,0,1,3,0,1
122,1,64.8,4,18,4,3,1,0,0,1
6,0,78.0,3,2,2,2,0,0,0,1
69,0,48.6,3,11,4,2,1,3,0,1
98,0,71.4,9,21,3,3,1,0,0,0
47,1,81.5,2,26,4,2,1,3,0,1
7,0,79.0,11,16,2,0,1,0,0,1
159,0,103.21,6,12,4,2,2,0,1,0
6,0,81.0,2,5,4,2,0,3,0,1
86,0,76.5,7,6,4,3,1,0,0,0
41,0,174.0,9,5,4,2,1,0,5,0
116,0,104.5,5,18,4,1,0,0,0,0
1,1,98.3,1,15,4,1,0,0,0,1
58,1,92.75,10,10,4,1,2,0,0,1
7,0,79.0,12,13,2,2,0,0,0,1
64,4,120.15,9,5,4,1,1,0,0,1
33,1,126.0,10,6,4,1,0,3,0,1
5,4,154.0,9,17,4,1,1,3,0,1
46,0,72.0,11,21,3,5,1,0,0,1
162,1,105.83,8,15,4,3,1,0,0,0
53,1,67.5,3,12,4,1,2,3,0,1
83,1,84.9,4,4,4,2,1,0,0,1
6,0,105.0,11,3,4,2,0,0,3,1
1,1,73.92,4,15,4,1,0,0,0,1
84,0,127.8,10,10,4,2,1,0,0,1
230,0,103.5,10,7,4,2,0,0,0,0
138,1,139.5,8,9,4,2,0,0,0,1
59,2,171.0,9,6,4,5,1,1,3,1
36,1,103.5,10,18,4,2,2,0,0,1
222,1,85.5,8,12,4,2,0,3,0,0
24,0,161.5,11,1,4,4,0,0,5,0
114,2,127.8,7,30,4,1,0,0,3,1
0,1,89.0,3,4,4,1,0,3,0,1
41,2,142.2,9,1,4,1,0,0,3,1
63,1,111.6,9,1,4,4,2,0,3,1
12,1,155.0,9,9,4,2,0,0,5,1
37,0,65.0,5,8,2,0,1,0,0,1
154,1,72.25,6,29,3,4,1,0,0,1
105,1,93.6,12,20,4,1,0,0,0,0
18,2,157.0,12,30,4,2,0,0,3,1
0,1,150.0,10,1,4,1,2,0,0,1
285,0,81.81,10,16,4,3,2,0,1,0
42,0,60.0,1,15,3,2,1,0,0,1
87,2,126.0,12,16,4,2,0,0,3,1
64,0,70.46,3,10,4,13,6,3,0,0
59,1,134.62,12,22,4,2,0,0,5,1
58,0,113.4,6,20,4,2,1,0,3,0
4,1,67.5,1,16,4,1,0,3,0,1
25,0,75.0,10,20,3,3,0,0,0,1
4,1,2.0,3,23,4,1,0,0,0,1
0,2,80.0,8,6,4,1,0,0,0,1
56,1,117.45,9,4,4,2,2,0,3,1
89,0,114.3,7,5,4,3,0,0,0,0
220,0,85.5,8,29,4,1,1,3,0,0
10,0,141.0,5,7,4,1,0,0,0,0
102,1,109.8,12,9,4,2,0,0,0,0
18,0,191.0,8,15,4,2,1,0,3,1
130,1,76.5,8,1,4,1,2,0,0,0
0,1,90.0,8,5,4,4,0,0,0,1
0,0,112.0,10,20,2,1,0,0,0,1
146,0,116.45,7,31,4,3,2,0,0,0
28,0,74.8,12,20,4,5,0,0,0,0
61,0,94.78,4,26,4,4,0,3,0,0
183,1,112.0,8,3,4,4,1,0,0,0
6,1,174.0,9,4,4,1,0,0,5,1
1,0,65.0,11,19,2,1,0,0,0,1
215,2,96.3,8,8,4,2,1,0,0,1
68,0,183.6,8,19,4,2,1,1,3,0
100,2,140.0,9,28,3,4,0,1,0,1
15,0,89.0,7,20,4,1,0,3,0,0
4,0,89.0,1,6,4,4,0,0,0,1
33,0,143.1,3,24,4,2,0,0,0,0
36,1,131.4,6,28,4,5,0,0,3,1
150,0,120.82,7,7,4,5,2,0,0,0
7,0,103.0,3,11,4,4,2,0,0,0
1,1,78.0,12,13,4,3,0,3,0,1
8,0,92.4,10,15,4,1,0,0,0,1
131,0,126.36,9,28,4,4,0,0,3,0
75,1,65.0,12,9,2,1,0,0,0,1
0,0,180.0,9,20,4,1,0,3,0,1
8,1,200.2,9,30,4,1,0,0,5,1
157,1,68.0,12,8,3,3,0,0,0,1
14,1,109.0,3,13,4,2,2,0,0,1
224,1,90.95,8,21,4,3,2,0,0,1
76,0,127.8,7,9,4,1,2,0,3,0
2,2,114.73,9,15,4,1,0,3,0,1
4,2,75.0,9,27,3,1,0,0,0,1
5,1,141.0,6,18,4,1,1,0,0,1
48,0,80.4,4,24,3,0,1,3,0,1
3,0,150.8,2,27,4,6,4,1,3,0
110,1,139.95,7,22,4,2,2,0,3,1
7,1,118.2,12,31,4,4,2,0,3,1
143,0,77.03,4,22,4,2,0,0,0,1
43,0,126.6,4,27,4,3,0,0,3,1
1,0,92.11,6,12,4,3,2,0,0,1
73,1,87.3,4,3,4,1,2,0,0,1
4,1,128.59,6,2,4,3,1,0,0,1
7,1,78.5,2,11,3,3,0,1,0,1
0,2,179.0,9,15,4,1,0,0,0,1
183,2,137.7,8,8,4,1,1,0,3,0
188,1,84.82,8,25,4,3,2,0,1,1
16,1,69.35,3,4,4,2,1,0,3,1
65,0,105.3,4,13,4,1,0,0,0,1
11,1,78.94,9,8,3,4,0,0,1,1
125,2,177.3,8,20,4,1,1,0,5,1
1,1,0.0,8,12,1,2,0,0,0,1
194,0,102.85,9,1,4,3,1,0,0,0
22,2,149.0,9,15,4,1,0,0,0,1
2,1,141.0,6,4,4,1,0,0,0,1
11,2,90.0,11,19,4,1,1,3,0,1
15,0,65.0,10,13,2,1,0,0,0,1
24,1,99.33,5,12,4,3,0,3,0,1
16,2,163.17,11,6,4,1,2,0,0,1
47,2,130.05,4,10,4,2,2,0,3,1
115,0,72.25,8,20,3,2,2,0,0,1
126,0,195.75,8,16,4,4,0,1,3,0
4,1,0.0,1,9,1,1,1,2,3,1
90,0,96.3,3,31,4,3,0,0,3,1
91,0,82.45,7,15,3,2,1,0,3,1
52,0,79.2,9,5,4,0,1,3,0,1
40,0,96.3,10,11,3,3,0,0,3,1
34,1,135.45,4,16,4,2,2,0,3,1
30,0,156.9,12,22,4,3,1,0,5,1
3,2,126.67,8,14,4,2,1,0,0,1
13,0,85.0,2,4,4,6,2,0,0,0
0,0,133.0,9,7,4,0,1,0,0,1
10,1,124.33,6,26,4,1,2,0,0,1
37,1,126.0,10,2,4,1,2,0,0,1
33,0,85.5,4,5,3,4,0,0,0,1
8,2,176.0,4,21,4,3,0,0,3,1
5,0,110.0,5,24,2,2,0,0,0,0
98,1,121.5,7,15,4,2,1,0,0,1
0,0,84.8,7,30,3,1,2,0,0,1
2,1,117.5,12,20,4,3,0,0,0,1
110,0,149.4,9,23,4,2,0,0,3,0
28,1,129.0,10,6,4,1,0,3,0,1
12,1,119.0,5,23,4,2,1,3,0,1
122,0,94.0,4,15,3,2,0,0,0,1
150,2,76.5,7,9,4,1,0,0,0,0
93,0,128.78,6,14,4,4,0,3,0,0
0,0,96.12,6,6,4,0,1,0,0,1
239,2,80.75,6,28,4,5,0,3,0,0
145,2,76.5,7,4,4,1,2,0,0,0
9,0,99.0,5,25,4,1,0,3,0,1
79,0,89.25,9,18,4,1,0,0,0,0
4,2,134.17,8,17,4,5,1,0,0,0
11,1,139.0,9,20,4,1,0,0,0,1
25,0,133.0,10,19,4,3,0,0,0,0
6,0,65.0,5,31,2,1,0,0,0,1
47,1,115.2,12,6,4,0,2,0,0,1
24,0,68.07,12,13,4,4,0,0,0,1
46,0,143.1,5,8,4,3,2,0,0,0
1,0,188.0,9,22,4,1,0,0,4,1
16,0,135.8,6,1,4,4,0,0,3,1
4,0,65.0,11,22,2,1,0,0,0,1
116,0,112.5,5,14,4,1,2,0,0,1
124,0,97.55,6,30,4,2,0,0,1,1
72,1,140.4,5,1,4,1,2,0,3,0
28,3,146.0,9,12,4,0,1,0,3,1
19,1,75.0,1,21,4,1,0,3,0,1
79,1,115.6,4,25,3,1,1,0,3,1
54,0,47.43,3,1,4,4,0,3,0,0
137,2,101.53,6,13,4,1,1,0,0,1
122,1,103.5,5,17,4,3,0,3,0,1
141,2,149.85,9,4,4,2,2,0,0,1
43,2,168.3,7,18,4,1,1,0,3,1
106,1,80.75,5,29,3,1,2,0,0,1
24,0,100.0,7,9,4,2,0,0,0,0
117,0,75.0,2,29,3,1,1,0,0,1
87,2,118.8,10,6,4,3,0,0,0,1
16,0,97.5,8,31,4,1,1,0,0,1
3,0,146.0,4,15,4,2,0,0,3,0
338,0,80.0,10,7,4,2,1,0,0,0
118,0,95.7,4,16,4,1,2,0,3,0
0,1,65.0,10,17,2,1,1,0,0,1
256,0,90.95,8,31,4,4,0,0,0,0
188,1,123.75,8,1,4,5,2,0,0,0
37,0,67.0,3,13,2,0,1,0,0,1
59,1,99.9,7,23,4,1,1,0,0,1
24,1,78.15,12,5,4,4,1,0,0,1
0,0,65.0,4,20,2,1,0,0,0,1
10,2,0.0,4,7,1,2,0,0,0,1
189,2,85.5,10,23,4,0,1,3,0,1
42,0,95.0,9,28,3,3,0,0,0,1
55,1,59.28,2,5,4,2,1,0,0,1
3,0,65.0,9,26,2,7,3,0,0,1
5,0,110.0,9,12,0,1,1,0,3,1
13,0,85.32,5,30,4,3,1,0,0,1
157,1,121.5,7,14,4,2,0,0,0,0
0,0,101.18,7,23,4,1,0,0,0,1
47,2,140.53,8,31,4,5,2,0,3,1
51,1,148.75,11,4,4,2,2,0,0,1
6,1,108.0,12,12,4,0,1,0,0,1
49,0,60.0,11,6,3,2,1,0,3,1
27,0,85.0,5,4,3,1,0,0,0,1
6,0,65.0,5,18,2,1,0,0,0,1
77,0,76.5,8,3,4,12,5,0,0,0
38,1,118.8,4,21,4,3,1,0,3,1
2,0,67.0,5,11,2,1,0,0,0,1
0,1,65.0,8,1,2,0,1,0,0,1
77,1,149.4,9,16,4,2,0,0,3,1
15,1,175.0,8,14,4,0,1,0,3,1
23,2,88.0,11,17,4,2,0,3,0,1
20,1,90.86,5,29,4,2,2,0,0,1
80,0,82.45,7,4,3,5,2,0,3,1
191,1,106.2,5,15,4,0,1,0,0,0
93,0,92.65,12,10,3,1,1,0,0,1
93,1,79.0,10,8,4,1,2,3,0,1
11,2,141.95,6,1,4,2,0,0,3,1
24,0,141.0,4,22,4,1,0,0,3,1
38,2,88.4,11,27,4,2,2,0,0,1
208,0,77.51,8,13,4,5,2,0,3,0
135,2,105.3,5,11,4,3,0,0,0,0
31,1,51.97,12,19,4,1,0,3,0,1
46,0,73.9,3,3,4,3,0,0,0,0
235,1,94.5,8,31,4,3,0,3,0,0
22,1,108.57,6,21,4,2,0,0,0,1
8,1,73.2,1,27,4,4,2,0,0,1
4,0,90.0,3,11,2,1,0,0,0,1
50,1,118.8,10,4,4,3,0,0,0,1
34,1,99.0,9,2,4,1,0,3,0,0
23,0,98.0,4,8,4,1,0,3,0,1
46,0,71.0,1,1,4,2,0,0,0,1
92,1,149.4,5,19,4,1,0,0,3,1
194,2,96.3,10,29,4,1,2,0,0,0
0,0,75.42,4,1,4,2,0,3,0,1
11,0,95.0,10,11,2,1,2,0,0,1
0,0,75.0,9,21,3,2,1,0,3,1
48,1,73.1,3,2,4,3,0,3,0,0
103,1,114.3,7,12,4,5,1,0,0,1
12,0,58.0,1,5,3,1,0,0,0,1
63,2,121.5,7,23,4,1,0,0,0,1
18,0,123.5,9,7,4,3,1,0,0,1
31,1,114.9,5,21,4,1,2,0,0,1
10,2,102.33,9,7,4,2,1,3,0,1
8,0,92.58,12,26,4,1,2,0,1,1
4,1,122.48,12,29,4,3,1,0,0,1
224,1,90.95,8,23,4,5,2,0,0,1
95,2,72.25,12,5,4,1,0,0,0,1
56,1,73.95,3,10,4,3,1,0,0,1
24,0,229.6,10,6,4,2,0,1,4,0
78,1,99.45,4,6,4,4,1,0,3,1
27,2,113.0,12,7,4,3,0,0,0,1
56,1,207.9,8,6,4,1,1,0,5,1
88,0,121.5,5,13,4,2,0,0,0,1
34,2,166.8,10,15,4,3,2,0,3,1
12,1,114.0,7,19,4,2,0,3,0,1
60,1,41.76,4,9,3,3,2,0,0,1
25,2,187.0,7,26,4,2,0,0,3,1
8,0,85.0,10,20,3,5,1,0,3,1
17,1,94.95,10,15,4,3,2,0,0,1
231,0,69.58,12,27,4,5,2,0,0,0
247,0,90.95,10,25,4,4,0,0,0,0
10,2,130.0,2,7,4,0,2,0,3,1
12,1,129.0,2,14,4,3,2,1,0,1
209,1,90.95,8,16,4,4,0,0,0,0
1,2,80.0,8,4,4,5,1,0,0,1
195,0,137.7,8,6,4,1,1,0,0,0
30,0,126.9,6,22,4,1,0,0,0,0
141,0,96.9,8,20,3,2,2,0,0,1
137,0,107.95,7,6,4,4,0,0,0,1
87,0,105.4,10,22,3,1,2,0,0,1
22,0,71.0,11,17,2,1,0,0,0,1
16,0,114.57,10,3,4,5,2,0,0,1
87,0,100.0,9,10,2,1,0,0,0,0
18,1,165.0,4,13,4,2,0,0,3,1
10,2,81.0,12,24,4,1,0,0,0,1
67,3,112.9,12,5,4,1,2,3,0,1
2,1,0.0,9,10,1,1,0,0,0,1
54,3,106.2,11,11,4,2,0,0,3,1
3,0,66.0,2,25,2,1,0,0,0,1
98,1,65.0,9,21,2,1,0,0,0,1
58,1,80.67,1,27,3,3,0,0,0,1
5,0,133.0,3,23,4,3,0,0,0,1
7,1,116.0,4,7,4,2,0,0,3,1
141,2,72.25,7,13,3,4,1,0,0,1
5,1,187.0,7,12,4,3,0,0,3,0
90,1,79.8,3,25,4,2,2,0,1,1
62,0,94.8,4,25,4,2,1,3,0,1
190,1,93.5,9,8,4,5,2,0,0,1
179,1,130.05,8,4,4,3,2,0,3,0
45,1,83.3,2,18,4,3,0,0,0,1
19,1,89.0,1,27,4,3,0,0,0,1
25,0,84.0,7,12,3,4,0,3,0,1
41,0,171.2,6,28,3,1,0,0,0,1
144,1,105.4,4,22,3,2,1,0,0,0
7,0,65.0,12,8,2,4,0,0,0,1
28,0,113.1,4,12,4,3,0,0,0,1
62,0,106.2,10,31,4,4,1,0,3,0
217,2,65.11,12,5,4,7,3,3,0,1
103,0,124.53,5,5,4,3,1,0,3,0
89,2,155.57,7,16,4,5,2,1,3,1
41,0,159.3,3,25,4,2,0,0,3,0
41,0,76.5,8,28,3,1,2,0,0,1
153,1,123.25,8,9,4,5,1,0,0,0
36,0,99.68,9,6,4,3,0,0,0,1
57,1,123.3,9,1,4,3,0,0,3,0
51,1,75.6,9,16,3,5,2,0,0,1
98,2,79.2,11,26,4,1,1,3,0,0
172,1,137.7,7,28,4,2,0,0,3,0
187,1,119.85,9,22,4,3,1,0,0,0
1,0,76.5,1,8,4,2,0,3,0,1
32,1,64.22,2,22,4,2,1,0,3,1
146,2,146.7,7,8,4,1,0,0,3,1
7,1,100.1,10,28,4,2,2,3,0,1
1,0,65.0,12,27,2,0,2,0,0,1
27,1,99.0,4,12,4,2,0,3,0,0
0,0,106.2,4,30,4,1,2,0,0,1
140,0,114.33,7,18,4,3,1,0,3,1
1,1,65.0,5,3,2,3,0,0,0,1
55,1,168.3,9,10,4,1,1,0,3,1
245,0,107.59,9,22,4,5,2,0,0,0
2,0,0.0,5,1,4,0,0,3,0,1
91,0,185.85,5,13,4,2,0,0,0,0
89,1,71.28,11,27,4,0,2,3,0,0
43,0,168.3,7,14,4,1,0,0,3,0
128,0,67.22,3,18,4,2,1,0,0,1
5,0,116.0,4,20,4,2,0,0,3,0
108,3,150.3,8,27,4,1,1,0,3,1
82,1,133.98,11,7,4,2,1,3,0,1
